,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
17,US,17080914,R395RUE0I3GMS7,B008MPW800,585636198,Black and Silver Fleur de Lis Rolling Wheeled Duffle Bag 21-inch,Luggage,1,5,7,N,Y,Not the replacement I'd hoped for...,"Right out of the box, this duffle looks fantastic. Unfortunately, that's the end of that love affair. I took it on one trip, and I already need to find something else. The stitching is already pulling along the main zipper (noticed that after retrieving from baggage claim). The wheels are too small to keep the bag steady if you're booking through the airport or trying to make a shuttle: it rocks and flips, which is not any fun when you're navigating an airport. Additionally, the shape of the bag precludes standing it on it's side when you have to stop--it just falls over unless you take the time to put the flimsy handle away and lay it flat, which is a huge inconvenience if you're buying your pre-flight latte. Worse, it doesn't quite fit in the overhead bins since I opted to forgo the checked-baggage route on the way home.. I'm used to carry-ons being well designed and easily stowed overhead; not this bad boy. I had to fight with it a little bit and finally squish the top down because the handles got in the way. The final straw was the crummy zipper on the bigger outside pocket, which stuck badly the one and only time I tried to use the compartment. If I could return this, I would.",16674.0
18,US,13133276,RXIEEK6VSQ6G1,B00ICGJMBM,819217731,Herschel Supply Co. Novel Duffle Bag,Luggage,1,5,6,N,Y,Denim Say Skip This Bag,"I bought this bag a year ago, but never had the opportunity to use it. After 9 months of it sitting in my closet, brand new, I finally use it a couple of times only to have the zipper break on me on the first wear. Zippers have ALWAYS been Herschel's weak point, I have 4 other Herschel bags whose zippers run harshly, but the overall design of the bags have always compensated, in my opinion, for the low grade zippers. Unfortunately, this bag is the most expensive Herschel bag I have ever purchased, and for it to have such a lousy zipper is ridiculous. The zipper aesthetically is beautiful, it is a bright gold, but a pretty zipper that breaks after ONE USE is garbage.<br /><br />As a point of comparison I have had a The North Face bag for over 10 YEARS and every zipper runs smoothly, because TNF puts high emphasis on quality. Herschel needs to focus just as much on their craftsmanship than on their designs. I highly doubt I would purchase another bag from Herschel. Peace out.",16674.0
19,US,41788495,R3TJV1V46Z1DP2,B00LX0OFNE,7824514,Artone MH Series Unisex-Adult Universe Blue Nylon Casual Daypack,Luggage,1,9,9,N,Y,Broken zipper!,"Daughter wanted this bag because it looks nice. It does look nice - but first day of use the zipper broke. It's a plastic zipper and it separates so the bag does not stay closed. If you mess with it over and over for 10-15 min (who has time for that???), you can get it to zip, only to have it separate again later.  So, in summary, this was a huge waste of money.",16674.0
20,US,17954765,R2C3U4BQQLV2BF,B005KIWL7C,570734925,Kenneth Cole Reaction Out Of Bounds 28 Inch 4-Wheel Upright Luggage,Luggage,1,248,275,N,Y,"The shipping process was excellent, it arrived on time and was well packaged ...","The shipping process was excellent, it arrived on time and was well packaged and resembled exact descriptions. The wheels roll well and it does seem to handle the weight fairly well for it's price. However, my very first trip (use) for the suitcase a few weeks later ended with a disaster as the photos can show.",16673.0
21,US,25795761,R3GXV3NQLOUTK0,B00YRBNY1U,684402089,World Traveler 2 Piece Hardside Upright Spinner Luggage Set,Luggage,1,20,24,N,Y,There is no TSA lock as the description claims. ...,"There is no TSA lock as the description claims.  If you look at the picture when the suitcase is open, that is the lock you will get.",16673.0
22,US,10374337,R8I7KZPL8NQYN,B0016O8Q0A,454718753,"J World New York Sundance LAPTOP Rolling Backpack for Schooling & Travel, 20 inch",Luggage,1,6,7,N,Y,DO NOT PURCHASE!!,"We were very excited with the reviews and upon receiving it the product looked like a robust, very durable bag. Unfortunately, the second day my 11 year used it for school, one of the straps broke from the bottom seam. Upon inspection, both straps literally were sewn with only a few stiches which makes it very weak. Sorry but I would not recommend the product, it looks good, but poorly made. We bought a Swiss brand which was more money but 100 times better quality.",16673.0
23,US,39361630,R3H20EG547KQ3K,B00E80CF8I,640890878,Zero Halliburton Classic Aluminum Carry On 4 Wheel Spinner Travel Case,Luggage,1,4,26,N,Y,One Star,I cant believe how bad this design is.,16673.0
24,US,44191580,ROFJS98A8DIZ9,B001CZPABQ,993640851,Travelon Wheeled Underseat Carry-On with Back-Up Bag,Luggage,1,1,7,N,N,did not purchase because of display. only exterior shots ...,did not purchase because of display. only exterior shots. interior features as important or more so to me than exterior.,16673.0
25,US,6211645,R1LPG9I8D9987,B00DMHASNM,17449076,Zero Halliburton Slimline Small 3 Inch Aluminum Attached,Luggage,1,10,14,N,Y,Should be more appropriately priced at $50,"For a stamped piece of easily scratchable aluminum, handles simply screwed on with a couple Philips screws, and an interior easily found in briefcases a tenth of the price, I'm very disappointed in this case...",16673.0
26,US,15804145,R1PUO1QRVZID9H,B00JPNVMQ4,472803862,Chrome Unisex Buran Laptop Messenger,Luggage,1,25,27,N,N,I'm so disappointed! Talk about a lack of backing up your ...,"Wow, I'm so disappointed! Talk about a lack of backing up your product. I have this bag and yes it was $180, it was purchased at Christmas time. All of the reflective material on the straps is peeling off in long strips. I called Chrome customer service to see about a possible replacement or fix under warranty and I was told by MATT that they don't cover the reflective material under warranty. If they are going to use the material it should be covered. This bag has been gently used and there is no reason except factory defect or bad design for this to happen. Not my fault. It looks awful and in addition it takes away the safety factor of the reflective material on the bag. I'm not a happy or satisfied customer. For the price of this bag it should las longer than 8 months of gentle use. I would not buy another chrome product. Giving the benefit of the doubt I even called MATT back at Chrome customer service to double check before writing this review and was given the same response. It's really sad that they don't stand behind their products.",16673.0
27,US,28307895,R2Y3G4FV0G49AH,B00F9S87SA,62553277,Eagle Creek Pack-It Cube Set - 3pc Set,Luggage,1,0,6,N,Y,Garbage!,The description was completely different from what I was expecting. This travel gear is completely useless.,16673.0
28,US,13946773,R23ON2IXUFT052,B00S712O0I,405314686,"Mad Style Convertible Handbag, Black",Luggage,1,10,11,N,Y,Warning! Contains cancer causing materials!!!!!!!,"I do not love writing bad reviews, but in this case it needs to be done. Firstly, this bag arrived with an attached tag which contained a California Prop 65 warning, which means it contains hazardous materials that are KNOWN to cause cancer and birth defects. The web site completely left that out of the description, not cool. Secondly, its not real leather, as the description claimed. I was curious if it would be due to the low price, but it says genuine leather a few times in its write up. Its not. Its a huge pity about the crap health concern causing materials because this bag was actually really nice and super cute in a sophisticated and adult way. I would have kept it even though its not real leather because of that. I just cant ignore a health risk though, so its going back. I thought other people should be warned so they dont make the same mistake I did. This company should redo this bag in noncancer causing materials, and I will be ALLLL over it when/if they do!!",16673.0
29,US,43678781,R1VPTK467B5E9B,B00VQ419ZY,171378576,"Jack&Chris Tote Bag Leather Shoulder Handbags for Women, YSZ105",Luggage,1,10,10,N,Y,Not impressed enough to keep it,"For the cost of the purse, the appearance did not match the value.  The hue was off, the texture was off.  I couldn't reconcile retaining it with the price.",16672.0
30,US,36461460,R24TXZBB0SKS9U,B004CI8CQA,457658838,Samsonite Bonded Leather Attache,Luggage,1,24,24,N,Y,Disappointed!,"I purchased this case because of the Samsonite name. I don't beat up my cases but this one started coming apart after 6 months of use. Stitched and glued outside sections came apart. My prior case cost half the price of this one and lasted 7 years. For me, this case was a waste of my money.",16672.0
31,US,48909489,R2EXTB489IIYHP,B0054IH5PQ,573453522,Eagle Creek Undercover Money Belt DLX,Luggage,1,0,9,N,Y,Wheels fall off. BS,"Purchased this luggage due to all the great reviews. The very first flight I took it on, I checked my back at the gate. It was a non stop flight. We arrived at our destination. I waited on the jet bridge for my bag. It was handed to me missing one of the wheel assemblies. The assembly was ripped out of the four screws that were still there sticking out of the luggage. I asked the bag smashers to look for my wheel assembly. They came back and said the wheel was not on the ramp or the cargo compartment. I have been hunting and pecking all over the Internet ever since trying to purchase JUST the wheel ASSEMBLY. All I have been able to find is stupid looking all-luggage wheels and no DELSEY assemblies and/or wheels. I am beside myself with frustration and anger. If the wheel would not have come off with the inability to purchase a new one other than a luggage vendor charging ridiculous prices, I would give this bag five stars.",16672.0
32,US,14944800,R2QEV6RADI8XNU,B002XKS19C,535869953,U.S. Traveler New Yorker 4 Piece Luggage Set Expandable,Luggage,1,27,31,N,Y,Doesn't Hold Up!,"Unfortunately I cannot recommend this product and will be seeking a refund. I read so many product reviews for various luggage sets and thought that I would give this set a shot, after all it had over 1k reviews and 4 stars, looking closer though nearly 1/3 give it 3 or less stars - I'm one of the bottom 10% who give it one. I purchased two sets - 1 silver and 1 red.<br /><br />I used it on a non-stop from Hartford CT to Denver CO, when we arrived all three of the luggage pieces looked horrible (1 from the silver and 2 from the red set). We had a total of 6 bags, the other were from other sets and they looked fine, it was only the US Traveler pieces which looked really bad. They were all stained on the front and the backs had holes already starting when the metal handle supports run behind the cloth back of the luggage.<br /><br />I was shocked and concerned, after all they had to make it back to CT after the vacation. Aside from the stains (which nothing else picked up besides these 3 pieces) all the locks broke but everything held up alright. After the trip back they looked a little worse for wear but were in one piece. I wouldn't risk keeping these and using them on any future trips.<br /><br />If I can post the pictures I will to help you understand, but had it not been for three other pieces of better brand luggage making the trip with no signs of wear I would have attributed it to bad handling - but that wasn't the case. The quality is very low - at $99 I should have known better.<br /><br />**Pictures**<br />The stains on the front are very easy to see - didn't take a picture of the 3rd but it is just as bad. The black backsides are difficult to see the material beginning to tear and the bars on the inside having strated to cause lines and puncture the thin material.",16672.0
33,US,51648708,R2RCAE588GU226,B00LTDTZTY,788708427,Hynes Eagle Sweetheart Pattern Kids Backpack,Luggage,1,23,26,N,Y,Inhuman Design,"This product is ergonomically challenged - it's made for a person with no head. The problem is that there is no room in between the straps - so as soon as my daughter put it on - she started complaining that the straps were too tight and rubbing against her neck. How come is this a 4+ star product, may I ask? What is wrong with you people?? Oh, and by the way, it's too big for a 1-st grader, unless she's a mule.",16672.0
34,US,36555797,R2BEHAEXJYJSVB,B007B5POVC,520646768,Samsonite Xenon 2 Laptop Checkpoint Friendly Laptop Backpack,Luggage,1,8,8,N,Y,I like the bag so much and thought it will be ...,"I like the bag so much and thought it will be a solid one that I can use for at least two years. I barely carry heavy things in my bag. It falls apart after several months use. All the things in my bags are pencil box, one calculator, one note book and one Kindle. Feel very disappointed.",16671.0
35,US,9972002,R3W1LBNLS1DMZS,B006LH04NY,481131469,London Fog Chelsea 25 Inch 360 Expandable Upright Suiter,Luggage,1,7,7,N,Y,Very poor construction.,Very poor construction....... I purchased 2 of these cases for a vacation and both of them broke where the plastic encasement for the extended handle meets the fabric of the suitcase.  There was only two little plastic attachments through the fabric (which all though I scotch guarded gets filthy from the airports) holding the handle to the case and both cracked off.  What a waste of money,16671.0
36,US,13829132,R1S4AOBGWQ8Z5B,B00GZP4O4M,161556001,Samsonite Luggage Liftwo Spinner 29 Suitcases,Luggage,1,13,14,N,Y,It is a great looking case but,"The wheels do not caster properly with weight in the suitcase.  It is a great looking case but...........we got it, wheeled t around and everything was great, loaded it up, put in the car, got to the airport on the nice slick smooth floors and it would not roll properly.  Very frustrating.  Here's the kicker, I bought two of them and both of them have the same flaw.  Shame on your Samsonite.  I guess going to the cheapest manufacture in China is going to affect your reputation.",16671.0
37,US,36239101,R2CVXAJD448C2K,B00VVMVF7I,671648510,ibagbar Small Canvas Shoulder Bag Messenger Bag Work Satchel Casual Bag,Luggage,1,17,25,N,Y,Good bag BUT! NOT a five star because.........,"So I bought this bag and I LOVE it and would give it a five star. BUT after a few days of use, I realized that the back zipper does not close well. It gets stuck and the zip sometimes does not even close properly. I decided to keep the bag because I had already used it for a day at that point and did not want to give it back to wait for another one. But really disappointed by the quality of the back zipper. Everything else seems so good but that.",16670.0
38,US,30301178,R35YXFJ3UTWA9H,B00KMLOZDA,86227462,Cabin Max Global - Extra Large Lightweight Folding Trolley Suitcase Luggage,Luggage,1,24,24,N,Y,Fell Apart Within A Month!,Recently bought for a friend that travels a lot. After second or third use it has already come apart. Cabin Max's guarantee states that it is not covered if damage occurs as a result of &#34;transportation (such as airline handling)&#34;. What use is a suitcase if it can't stand up to baggage handling?,16670.0
39,US,50578830,R2KC65515M9XOS,B00XR3GJM0,710351661,Dynotag Web/GPS Enabled QR Smart Deluxe Steel Luggage Tag & Braided Steel Loop: Round,Luggage,1,9,11,N,Y,Cannot be located by GPS alone.,"As I understand it, the tag works only if someone scans it, then downloads the information. How is that better than a name tag with a mobile phone number to call?",16669.0
40,US,51543874,R3NVI0IG5IX6JH,B003EZZ72O,112036123,Rockland Luggage Varsity Polo Equipment 4 Piece Luggage Set,Luggage,1,6,6,N,Y,Stitches came off after only 2 uses. We bought ...,"Stitches came off after only 2 uses. We bought this set on June 24, 2015 and the return window expired on July 25. We just came back from a 10 day trip on August 20.",16669.0
41,US,472154,RP1JNS88M8Z79,B00XUF8WZ2,148881241,Banned Kitty Speaker Backpack,Luggage,1,0,19,N,N,ugh.,the only reason im giving it one star is the only time i had money for this i couldn't get it cause it was blocked lik wtfff but i hae adifferent bag now so whatever,16668.0
42,US,30011450,RYOWCG9IGZ6NE,B00144Q1YU,250755002,"Olympia 26"" Pocket Rolling Duffel Bag",Luggage,1,25,25,N,Y,Pass on this one.,"This bag will hold a lot of stuff, but apparently will not last long.<br />I have used it for one 19 day trip and the bottom has worn through.<br />It seems that there is a weak spot in front of the wheels on the end<br />of the bag that allows the material to drag on the ground when you<br />are pulling it on the wheels. This spot has completely worn through<br />after this one trip. Also the extendable handle does not lock in the<br />extended position and pushes back in very easily. Pass this one by<br />and spend a few dollars more.",16668.0
43,US,46028866,RNDEGCT2UM716,B00PAQYAZA,838987023,Bago Money Belt RFID Safe - Hidden Travel Wallet - Passport Holder & Accessories,Luggage,1,5,15,N,Y,Not good quality! His trip was in August and I ...,"The belt clip broke when my father was trying on prior to his trip.  Not good quality!  His trip was in August and I purchased in June, so now it has been over 30 days and I can not return.",16668.0
44,US,51201805,R2I4PUOUSH4SDI,B00HJEE6FA,980164409,Delsey Luggage Helium Hyperlite Carry-On Expandable Spinner Trolley,Luggage,1,56,59,N,Y,I travel a great deal and this bag was infuriating,"Everything about the actual bag is great--except it's balance will drive you nuts.  The design has the wheels so close together that it tips over every time I let go of the handle.  It was a real hazard in a crowded airport or getting out of the car.  I tried shifting the heavier items so the weight was to the bottom/back, but that didn't help (and was a hassle), and forget about expanding the bag or putting your laptop in the front pouch.  I am going to junk this bag and buy something else.  I travel a great deal and this bag was infuriating.  Too bad, because other than that it was good and light.",16668.0
45,US,26871614,R34ZL4GOBG76UX,B00BXDPF7G,350992658,Delsey Luggage Helium Aero International Carry On Expandable Spinner Trolley,Luggage,1,7,9,N,N,Good luck trying to fit this bag in airport carry-on ...,"Good luck trying to fit this bag in airport carry-on sizers (which many airlines are now requiring you to use  before boarding), especially if you actually pack anything in it.  And forget about using the expandable feature, or the top zippered compartment.  You can compress it down to slightly over 9&#34; to make it fit only if you really lean into it and it's pretty much empty.  Be sure to always carry a plastic bag or something you can use as your allowed &#34;personal&#34; under-seat bag to transfer items from your overhead carry-on.",16667.0
46,US,52165382,R24WQ5FI0LG8NN,B00VIT3EGO,759694522,"Delsey Luggage Helium Shadow 3.0 29"" Exp. Spinner Trolley",Luggage,1,11,16,N,Y,Poor wheel design.,Wheels broke off on first flight seemed like good deal but now can't get refund or replacement. Don't buy.,16667.0
47,US,22742273,R3HMQ83BMBSI0M,B00MWWPYMI,259889128,Briggs & Riley Transcend  International Carry-On Expandable Wide-Body Upright,Luggage,1,10,16,N,Y,No business calling this an international carry on! Way ...,No business calling this an international carry on!  Way too big.  May not even make it for domestic carry on.,16667.0
48,US,14226894,R3CYMB0UYKGSN1,B001715GSW,312385468,Flight 001 Clear Carry-On Quart Bag Xs (Clear),Luggage,1,7,8,N,Y,Perfect size for what I wanted,"Perfect size for what I wanted, but the zipper ripped off the plastic on the first time I attempt to put stuff in it.  20 bux down the drain for a poorly made piece of plastic.  :(",16666.0
49,US,24081066,R3D7XSAGELXLIG,B00DGCDVTG,890815163,Star Wars Men's Boba Fett Mandalorian Backpack,Luggage,1,1,7,N,N,"For boys only, apparently.","Would have liked to have gotten this, but I'm a girl... and it says &#34;Big Boys.&#34; Oh well. :(",16666.0
50,US,21154250,R34O75KBNLLGGJ,B00KMLOZDA,86227462,Cabin Max Global - Extra Large Lightweight Folding Trolley Suitcase Luggage,Luggage,1,10,10,N,Y,This was one of the worst purchases I have made on amazon,"This was one of the worst purchases I have made on amazon. The suitcase is so flimsy that it didn't roll properly, the bottom dragged on the ground below the wheels. It also ripped at the seams after the second use. Really disappointed in the product.",16666.0
51,US,48633594,R4XLOSXLTA5KD,B00KATAHEA,227961714,Men Vintage PU Leather Briefcase Laptop Shoulder Messenger Bag Zebella,Luggage,1,16,18,N,Y,Ripped bag!,"I absolutely loved this bag in the beginning. But after just a month or two the straps to hold the front flap down really stopped working, plus right after that I was walking down the hall at work and the straps ripped right off the bag.",16666.0
52,US,30261541,R2PK9O788PYNUV,B00Z9NV81I,63474760,SENPAIC Canvas Laptop Backpack Men Computer Backpack for College,Luggage,1,7,10,N,Y,crappy,zipper broke off as soon as i got to the airport,16665.0
53,US,34161305,R3FMPFUF9V1IEL,B00OF8YQJE,643458471,Digital Luggage Scale Dunheger 110 lb FREE: Carrying Bag + E-Guide + AAA Batteries,Luggage,1,2,6,N,Y,Impossible to use,Impossible to use. Trued to weigh large suitcases to see if under weight limits for international travel.,16665.0
54,US,31605622,R3EQXT8HUWDI2F,B00TA4Z6N8,46973455,Samsonite Luggage Winfield 2 Fashion HS Spinner 24,Luggage,1,8,12,N,Y,Terrible customer service from Samsonite,Terrible customer service from Samsonite. I had to pay out of pocket $66.22 to return this item because I did not like it.,16665.0
55,US,51648938,R3067V8V4NILFK,B00R8HK5LW,111203588,"Rucksack | 16"" Laptop | 29L-34L Capacity | Sable by Just Porter",Luggage,1,2,24,N,Y,Not what you think it is...,"Very large bag, looks like a giant folded garbage bag on your back. The opening at the top is, for lack of a better word, a garbage bag closure. A fold over piece of material, that opens to a bag like opening, gets you inside the bag. For $195.00, this is one of the very worst back packs that I have ever seen.<br /><br />Stunning ugly, in fact.<br /><br />As to the usefulness of the backpack, it does carry what appears to be a big pay load. Better you just use plastic bags and tie them to your back than be seen using this thing...",16665.0
56,US,50479339,R3PUCUHC2C3RBJ,B00LI73VTG,617368613,American Tourister Ilite Xtreme Spinner 29,Luggage,1,13,13,N,Y,multiple other seams look like they have been stretched and threads are pulling loose,"I purchased thisitem well before using it so I am now outside the return policy. This suitcase made it through one trip. The top pocket completely ripped off therefore the I am not able to use it again and I lost the items that were stored in that pocket. In addition, multiple other seams look like they have been stretched and threads are pulling loose. I purchased two of these, one slight smaller. I am very disappointed with this product and with this seller. I would NOT purchase this suitcase.",16665.0
57,US,37615822,R1C7SO0HSBH3G2,B00GZP4OBA,161556001,Samsonite Luggage Liftwo Spinner 29 Suitcases,Luggage,1,28,30,N,Y,BAD QUALITY,"Very bad condition when I get it. About 10 cm length of the zipper is ripped off from the shell and the zipper itself is also damaged and can't not be zipped and closed. I was counting on this bag for tomorrow's flight and now, I can only put a tape on it and hopefully my things won't fall out from this BRAND NEW BAG. Hehe.<br />Also one of the zipper head is kind of weird, in the demonstrated pictures it should be black and what I got was a red one.<br />I would give 0 star to this item but it only allow me to give 1 star minimum.",16665.0
58,US,16216817,RS562JK9YY2LZ,B00JKJQJHA,860629696,Dot&Dot Travel Accessories Organizer,Luggage,1,56,71,N,Y,Not breathable mesh,These are plastic bags with a mesh-like overlay. I bought them thinking that they were breathable mesh bags. Should have read the details more carefully since it does say they are leak proof. But I need something with holes that breathes.,16665.0
