,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,US,42423487,R4EKFMQ0QOOLZ,B00OSAUYTA,792155282,"Psoriasis & Eczema Cream 4oz Advanced Healing Non-Greasy Moisturizer with Organic Aloe Vera, Manuka Honey, Hemp Oil & More. Best Natural Moisturizer for Dermatitis, Rosacea, Shingles, Dry, Itchy Skin",Personal_Care_Appliances,1,7,9,N,Y,Did not work for us.,"I bought this for my 3 year old because she has pretty severe eczema that will not clear up with prescription steroid and/or barrier treatment. After spending tons of money at the dermatologist, I decided to go natural and bought a variety of creams and such. I went with this one because of how expensive it is ( if it's expensive it's got to be good, right?) unfortunately, this particular cream did absolutely nothing for her skin. I used it twice a day for one week and each time I applied it she scream &#34;owwwwieee!!!&#34; I am guessing it hurt her because she doesn't do this with any other lotion or medication I use on her. Her skin was reddened after application so maybe she was allergic to something in it? I used it on myself and didn't notice anything beneficial nor harmful. It did not seem very moisturizing, however. For now, my family will stick to pure organic ivory Shea butter, which works best for us and is non-irritating. I will give this to my friend who suffers from mild psoriasis. Hopefully she will have better luck.",16642.0
17,US,19101625,R2Y371XG6AXDOJ,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,16,30,N,Y,Regurgitated positive reviews - total scam,"Ummmm, can you all say scam? This did absolutely nothing which kinda concerns me as I have no idea what I actually put into my body. My own fault really as I saw the number of stellar reviews and thought, how can this many people be wrong. Well, you'd be wrong to think as I did as their positive reviews do, in fact, appear to be fake reviews regurgitated.",16638.0
18,US,41502435,R22AL5QWS0Z164,B00K504ED4,395593057,Syrtenty Round Electrodes - Multiple Quantity Options,Personal_Care_Appliances,1,2,8,N,Y,Wasted my money!,"I purchased 40 of the 1&#34; round pads. Though the price was excellent, the quality of the pads was not. The pads do not stick well at all. Even new out of the package they don't adhere well. Initially, I thought I got a bad package. So I tried another with the same result. I even moistened the adhesive. Sometimes when a pad loses it tack you cant add a drop of water to revitalize it. But not on these pads. They are either old and past their prime or just poor quality. The good price doesn't seem so good now.",16638.0
19,US,9719758,R2CV4GF4SJYK9C,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,3,8,N,Y,Do not Buy Formula Changed,Formula is different Gave me Horrible migraine. The old formula worked great the new one is a migraine waiting to happen,16638.0
20,US,32002762,R1VNYV7G7IT51A,B00HES9CMS,318730927,"Viva Naturals #1 Best Selling Certified Organic Cacao Powder from Superior Criollo Beans, 1 LB Bag",Personal_Care_Appliances,1,8,13,N,Y,Save your money.,My expectations were way too high for this product. It taste like regular cheap hot cocoa. Save your money.,16637.0
21,US,45740299,R2LQB57T44O01Z,B00PZ6FB8A,905235498,Soozier Foot Bath Spa / Massager w/ Bubble Heating & Cover,Personal_Care_Appliances,1,6,9,N,Y,Instruction Manual is Gibberish; Unsatisfactory Product,"Where do I start? The lid doesn't fit - let's start there.<br /><br />Next: The Instruction Manual is written in gibberish. Literally. It would have been better if some Minions from 'Despicable Me' wrote the manual.<br />Here's a few excerpts from the Instruction Manual, copied exactly:<br /><br />&#34;Foot is the basis of the body, if it is not normal, and it will bring the abnormity of the organise.&#34;<br />&#34;Stop using when you don't feel good.&#34;<br />&#34;when you open the function key of gas wave and ozone, the dirt will deposit on the inner of the machine, so please wash clean after use it.&#34;<br /><br />If you're cool with that kind of gibberish passing as 'instructions', then order away. But don't expect any customer service from this company.",16637.0
22,US,328681,R15QXGYSPP1BY7,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,1,6,N,N,Very suspect,"How can a product have almost 4000 reviews, be a testosterone booster, and not be approved by the FDA? I don't know how Amazon lets scams like this go on.",16636.0
23,US,361522,RZ4SC4N2Q263Q,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,1,6,N,N,this didnt work,This really didn't do anything for me sorry,16635.0
24,US,23767004,R1327SZTWDHLID,B00WLTPRYM,543843158,"Baetea Weight Loss Tea: Detox, Body Cleanse, Reduce Bloating, & Appetite Suppressant, 14 Day Teatox, with Potent Traditional Organic Herbs, Ultimate Way to Calm and Cleanse Your Body",Personal_Care_Appliances,1,12,24,N,Y,"This is a rip off, it's just regular tevana ...","This is a rip off, it's just regular tevana tea. I should have returned item but I had already opened the package. 0 star",16631.0
25,US,19216116,R28VFN6VN0VBTB,B00HES9CMS,318730927,"Viva Naturals #1 Best Selling Certified Organic Cacao Powder from Superior Criollo Beans, 1 LB Bag",Personal_Care_Appliances,1,7,20,N,N,"""BEST TASTING"" ??!!","&#34;BEST TASTING&#34;<br /><br />Be Ware of sellers putting opinions in descriptions and titles of items.<br />such as &#34;1500 thread count feel sheets&#34;, &#34;metal-like&#34; or &#34;best tasting&#34;<br /><br />Best quality cacao powder actually comes from former Soviet countries.<br />Just google  &#34;Zolotoy Yarlyk&#34;<br />I am not promoting any website or business here, just speaking to the quality and want people to know.<br /><br />Its like telling people in AZ that NYC and LA have way better sushi.<br />If you live on the east coast and have access to a Russian or some sort of Eastern European store, go look for this product.<br /><br />Good Cacao powder is triple price of this at about $25-$35/lb",16631.0
26,US,41183234,R33MM6XO8W8Z6B,B00OSAUYTA,792155282,"Psoriasis & Eczema Cream 4oz Advanced Healing Non-Greasy Moisturizer with Organic Aloe Vera, Manuka Honey, Hemp Oil & More. Best Natural Moisturizer for Dermatitis, Rosacea, Shingles, Dry, Itchy Skin",Personal_Care_Appliances,1,10,11,N,Y,It didn't work for me,"I don't like it because it made my eczema worse. I started out with a small eczema patch, but when I started to use it, things got worse. I thought that it may be my skin getting used to the product, but after 2wks it just got bigger. I wouldn't recommend this product, but did try another product after, which works wonders for me. What I used at first was the Neosporin eczema essential (daily moisturizing cream), but this also didn't work for me and irritated my skin. What worked for me was the Neosporin eczema essential (Anti-itch cream), it didn't make my skin red like the other neosporin product and results can be seen within a day. I mixed it with regular neosporin (pain relief cream/first aid antibiotic) at first since it was red and weeping. But within a day it healed and some on the scab came off.",16631.0
27,US,28443106,R2GG3CZ9DH4C5G,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,6,17,N,Y,Just another scam,"Unfortunately this is just another snake oil. I am 45, and have experienced reduced libido and unreliable erections (sometimes soft, sometimes hard but then gets soft in the middle of the action or when changing positions, and sometimes everything working as it should). According to description and reviews, this &#34;magic stuff&#34; was supposed to fix both lack of libido and fickle erections. A natural skeptic I figured, why not give it a try, especially since it has received such high reviews, but now I have been using it for a month, and I experience no difference at all! Just another scam. Strange how dishonest people are allowed to lie flat out, just if they disclaim that none of their claims have been scientifically tested or proven (which in real terms means &#34;a scam&#34;).<br />I have on few occasions used the approved stuff (Viagra), and that really works, so I guess I'll be relying on that in the future.",16629.0
28,US,19682904,R143YYELGWS8IQ,B00TAD3EOW,49023451,Royal Massage 16oz Clear Empty Massage Oil/Lotion/Cream Pump Jar with Lock Twist Top - Amber,Personal_Care_Appliances,1,2,6,N,Y,Sad not right.,"I just received my item today and when I open it up it was a single piece of hair on the inside of the top. Let me start from the beginning, I am a massage therapist and I use cream for my massage. I need a pump to make it easy for me. This just not right by all means!",16629.0
29,US,52816645,R3ISRLNZ0LTXSX,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,9,18,N,Y,Waste,Total waste of money... I tried numerous ways to enhance the product to do anything noticeable and its my &#34;bad&#34;.. Don't let the hype dictate your decision... Most of them received theirs for free to post a 4 or 5 star review which Amazon really should look into.. People take the reviews seriously and this one as well... So take my recommendation and try something else.,16627.0
30,US,19607048,R3PVSG6O2CBDCJ,B00Q5EAA2I,943051181,Homcom race car style pu leather heated massaging office chair,Personal_Care_Appliances,1,5,6,N,Y,Piece of crap chair!!!!!!!@@##%%!!!,Piece of crap chair. Heat nor vibration worked...sent email to company still haven't hear a word!!!!  Chalk it up for experience.,16624.0
31,US,388895,R317KIUO0FTLFL,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,1,6,N,Y,fake reviews. Don't waste your money.,Haven't seen any growth to my man hood..... Just another scam.,16624.0
32,US,1931756,R9ZD4X3Z4AEKH,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,1,6,N,Y,One Star,After 30 days still no noticable effect,16616.0
33,US,15349142,R1DZJ20NU7L69Q,B00HES9CMS,318730927,"Viva Naturals #1 Best Selling Certified Organic Cacao Powder from Superior Criollo Beans, 1 LB Bag",Personal_Care_Appliances,1,1,11,N,Y,Nice but what do I do with it,"2 table spoons is impossible to ingest, I don't know how you can mix this into anything it's not water soluble",16614.0
34,US,16050543,R2X15QGPQ9ESRU,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,12,23,N,Y,save your money scam,I should have listened to the other reviews that said all the positive reviews for this product were the ones from people that received a free bottle for a positive review of their product its true I almost did it myself but I'm not going to lie on my reviews on here for one free bottle so I just paid for two and now giving my honest opinion for everyone so here it goes the product did nothing that it claims no increase in size stamina or anything I basically noticed nothing so save your money its just another scam suppliment buy tribulus if you want to waste your money on something its a lot cheaper than this and actually does something,16613.0
35,US,13199954,R7X5QEVEEYBZ1,B00UFU2IAK,720911289,SamJoy Pro Hot Air Brush Dual Ionic Styler Styling Dryer Combo and Ceramic Flat Iron Purple,Personal_Care_Appliances,1,8,8,N,Y,Design FAIL!,"It arrived promptly, and I was so excited to give it a try....then, the fun was over.  I am so disappointed in the design and performance of this hot brush - oh, there is no air, so not sure why the title says &#34;Hot Air Brush&#34; - that's a misnomer.<br /><br />First disappointment - the plug.  It comes with an international plug, which would be good for using it overseas, but I'm in the USA....it does come with an adapter, so points for that - HOWEVER, it does not 'grip' the outlet enough to stay plugged in during use.  Any amount of movement of the cord will cause it to just drop out of the outlet - go ahead, try to use this without moving the cord (I couldn't).  Next, both prongs are the very same size (not the US standard), so you have no idea which way to plug it into the outlet to get proper polarity - unless, of course, you know how to interpret the &#34;L&#34; and &#34;N&#34; label on the back of the adapter.<br /><br />Next disappointment - the slider with the  &#34;LOCK and UNLOCK&#34; symbols.  I'm guessing it's supposed to lock the brush closed so you can use it mainly as a hot brush, and so it won't open to become a flat iron while you are using it as a hot brush (Why am I only guessing?  Because I can't read the enclosed instructions).  Anyway, you slide it closed, and all seems well - then, lift it up to your hair to roll your hair around the hot brush...but, wait - the slider has now slid back down on it's own to let the brush open, and you now have a flat iron ready to go.  But, wait, I want to use it as a hot brush....slide it over to LOCK again, lift it to my hair, and there it goes again opening on it's own.  Seriously???  The slider is so loose that it will move to UNLOCK on it's own with just angling the brush upwards toward your hair - or with even the slightest touch from your hand.  This can actually be dangerous, as you could unwittingly put your finger inside the open flat iron that your aren't expecting to be there.  So, someone please tell me how I'm supposed to use this without angling it up, or touching the handle with my hand?<br /><br />Next - and last disappointment (because I'm definitely returning it at this point) is the OFF / L / H slider button.  First, there is no indication what temperature L and H are, so it's a guessing game (hopefully L isn't too low to get the job done and H doesn't fry my hair).  I go to the instructions - which are completely in Japanese (?), I think, and it tells me that L is 160C and H is 200C.  OK,  stop / Google / remember 160C = 320F, and 200C = 392F.  No other temperature options to choose from.  Then, the fun part - if you manage to keep the brush closed so you can hot curl your hair (refer to paragraph above), or maybe you just want to use the flat iron - start by setting the temperature you want to L or H, then begin to apply, BUT WAIT - the temperature slider switch just moved....what?!?  Are you kidding me?  This slider is also very loose, and placed right where your hand placement is, and any slight pressure can cause it to slide, either to another temperature setting, or off altogether.  Multiple attempts to avoid this by holding the handle a different way were NOT successful.<br /><br />Maybe I'm being too detail oriented - but I don't see anywhere on the hot brush where it says SamJoy....also, nowhere in the literature that I can read - but, then again, as stated - it is NOT written in English.<br /><br />Does it have an Auto-Off feature?  I have no idea....because I can't read the instructions!  How can I find out?  I guess I could duct tape the plug so it wouldn't fall out of the outlet, set the temp to L or H, then lay it down carefully so movement doesn't turn it off, set up a timer, then watch to see what happens.... but, I've already spent 45 minutes trying to use it while constantly having to plug it back in / moving the slider back to LOCK so I can use it as a hot brush / giving up and deciding to flat iron my hair / wondering why it wasn't hot enough - because the temperature  slider turned it off while I was using it!  Argh!  Also, there's the 15 minutes collectively to unpack it, now  repackaging it so I can send it back.  That's a whole hour of my life I can't get back.  I'm done.n't hot enough - because the temperature  slider turned it off while I was using it!  Argh!  Also, there's the 15 minutes collectively to unpack it, now  repackaging it so I can send it back.  That's a whole hour of my life I can't get back.  I'm done.",16613.0
36,US,40527331,R3PBH0G65TOT1N,B004O275X0,151883228,doTERRA Eucalyptus Essential Oil,Personal_Care_Appliances,1,15,18,N,Y,Why is it orange?,Why is it orange? I have used doTERRA grapefruit before and it was never orange. Really doesn't have a strong smell and it's oily?? I have never had that before. Wondering if this is really doTERRA. Not happy.,16611.0
37,US,13343401,R315J2UHX7646G,B00OC2O1UC,794298839,"doTERRA HD Clear Facial Kit - Facial Lotion, Foaming Face Wash, and HD Clear Blend",Personal_Care_Appliances,1,6,7,N,N,My acne got noticeably worse right away and never got any better,"Very disappointing, especially for the price. My acne got noticeably worse right away and never got any better. Used for two months.",16611.0
38,US,1900833,R2D7U4XTFB1CK0,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,1,6,N,Y,Can some please tell me what is the best product for growth and blood flow,May work for others not for me still the same size I have always been. Will not try this product ever again. Can some please tell me what is the best product for growth and blood flow.,16611.0
39,US,11412080,RDY7VE3J2FBXF,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,2,7,N,Y,One Star,Crap product did absolutely nothing in the gym everyday noticed no change.,16610.0
40,US,714105,R2YXHBK0Z5IPIJ,B00OSAUYTA,792155282,"Psoriasis & Eczema Cream 4oz Advanced Healing Non-Greasy Moisturizer with Organic Aloe Vera, Manuka Honey, Hemp Oil & More. Best Natural Moisturizer for Dermatitis, Rosacea, Shingles, Dry, Itchy Skin",Personal_Care_Appliances,1,6,7,N,Y,didn't make a difference,"Nothing but expensive lotion,  made no difference in my husband's eczema , I wish it helped but it didn't . Store bought hydrocortisone helped more, I wanted something all natural for him but this didn't work :(",16607.0
41,US,35302900,R2UAMYJFU7FHDK,B0039C6AS2,346540281,Silk'n SensEpil Hair Removal Unit COMBO PACK,Personal_Care_Appliances,1,9,9,N,N,The product leaves random burn marks that have left scars ...,The product leaves random burn marks that have left scars on my arms and legs.  It has been over a year and I have more hair growth than before and it has grown back in a more noticeable and ugly way. Awful,16606.0
42,US,22188171,R26WOYP4FK9E4S,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,7,17,N,Y,Thought it'd be great. Did NOT work at all for me,Bought it because of all the 4-5 stars reviews. Thought it'd be great. Did NOT work at all for me.<br /><br />I also been reading those reviews and it looks like the company PAYS them (in product) to put good reviews. Do NOT listen to every review you read for some if not all may be fornicated.,16605.0
43,US,52728066,R9F7EN48ULXMD,B00WLTPRYM,543843158,"Baetea Weight Loss Tea: Detox, Body Cleanse, Reduce Bloating, & Appetite Suppressant, 14 Day Teatox, with Potent Traditional Organic Herbs, Ultimate Way to Calm and Cleanse Your Body",Personal_Care_Appliances,1,11,20,N,Y,I wasted my money big time😡 the tea doesn't do anything ...,I wasted my money big time😡 the tea doesn't do anything to me. People really need stop writing fake reviews.,16601.0
44,US,28004354,R18J3SX0KBN9PQ,B00K508EUS,972144521,Syrtenty Butterfly Electrodes - Multiple Quantity Options,Personal_Care_Appliances,1,4,6,N,Y,the only thing good about these was how fast they came.,"I ordered these electrodesas replacements for the ones that came with my unit. After about 4 months, my old ones had finally worn out.  I got the syrenty premium electrodes, and immediately tried them out.  They did not last a week before they stopped working properly.",16601.0
45,US,22122784,R2MYCK7CFNL0ZC,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,0,35,N,Y,One Star,Absolutely felt nothing. No boost of any kind.,16601.0
46,US,1418943,R1NLF8OHR0IIF8,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,1,38,N,Y,One Star,It doesn't work so please return my money,16600.0
47,US,38599598,RMTXV7D4130E4,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,37,73,N,Y,Total waste of money with absolutely no beneficial effects.,"First let me state that I DID NOT accept a free bottle of this stuff so I would write a positive review. I followed the directions and took 2 tablets a day for 30 days and the results were NO EFFECT what so ever. The good news is that I felt no negative side effects but the bad news is that if you buy this you are totally wasting your money! I must admit that I was doubtful of all these fantastic claims I was reading about on here but I decided I would give it a try and use the entire 30 day supply before I made any judgment call. I really hoped I could find some benefit from taking it, even if I did not see the growth and/or hardness that others claimed ( although many of these people readily admitted they had accepted a free months supply for their positive comments). I firmly believe these reviews should be honest to help others decide whether to buy or not so I tell it like it is. So my advice is to waste your money on something else because you get nothing from these tablets.",16599.0
48,US,18190234,R2VTOWJYURI2YX,B00HES9CMS,318730927,"Viva Naturals #1 Best Selling Certified Organic Cacao Powder from Superior Criollo Beans, 1 LB Bag",Personal_Care_Appliances,1,2,11,N,Y,One Star,It made me vomit.,16599.0
49,US,45374295,R3RGOHW1WNQ8DY,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,38,78,N,Y,Gimmick-Scam-Marketing Ploy!!! Simple As That People!! Don't Waste Your Time!!,"I'm going to be honest and blunt with this review, plain and simple. I purchased this item for two reasons: first being an improved sexual life, and second being improved physical workouts. Well, I've seen absolutely ZERO affects on either one, and it seems I'm swallowing placebo pills to be honest.<br /><br />I also tried reaching out to the company who makes this supplements asking about one of the warnings, but since email is the only form of communication, it doesn't surprise me I haven't heard anything back. What kind of company only allows communication via email anyway? In my opinion, certainly not a company that is confident, right? Not a company that stands behind their product, right?<br /><br />Something seems off, that's the best way I can put it. I purchased 3 bottles of this crap, and being almost done with the 1st bottle, nothing improved whatsoever. My guess is I'll receive a reply back from this feedback stating I MUST give it 3 months to fully take affect, but lets get real, NOTHING should take 3 months to fully work in a human body. Heck, even anti-depressants only take 4-6 weeks and that's working strictly on brain chemicals. What other sexual enhancement products take 3 months to work? What about any type of performance/weight lifting/diet supplements? The answer is NONE!!<br /><br />I'll end this review with saying this companies marketing gimmick of &#34;WAIT 3 MONTHS&#34; is nothing but a money making scheme.....rather than having their customer buy 1 bottle before saying it sucks, you NEED to buy 3 bottles....what a joke!!! LMAO",16599.0
50,US,14539619,R82K0MS8WLTZZ,B00LPQ6U48,285268377,"MyAir Face Mask, Starter Kit in Purple Peeps - Made in USA",Personal_Care_Appliances,1,4,6,N,Y,One Star,Not worth the money. Maybe worth $3.00.,16598.0
51,US,2406470,R24F1PAMZORUO3,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,1,38,N,Y,Don't waste your money,Does nothing.,16598.0
52,US,2184872,R15TKMSFVV3F1N,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,7,20,N,Y,Lying to all,Convinced that who ever left the good comments are more than likely the individual who's either invested in product or maybe the same individual sending the same stuff over and over. Want my damn money back,16596.0
53,US,36041586,R28Y74ZC9BJGD9,B00DSICT1Y,427004417,uComfy Shiatsu Foot Massager,Personal_Care_Appliances,1,14,17,N,Y,Breaks to easily.,This broke after four times using the product. What broke is the button to reduce the pressure setting. It starts out on level 3 which is to high for me. After four uses it should not break. And on top of that I am past my 30 days so there goes my money. What a waste.,16595.0
54,US,10079273,RZ18MGIQDLJGN,B00OSEXWM2,561244101,doTERRA Slim & Sassy Essential Oil Metabolic Blend Softgels 90 ct,Personal_Care_Appliances,1,4,10,N,Y,Awful,"I experienced a horrendous side effect. I was feeling nauseous after ONE pill and ended up vomitting. Even thereafter I wasn't feeling well all day. However, this pill seems to work well for a friend of mine but I wouldn't recommend to anyone. The aftertaste is unbearable.",16595.0
55,US,440496,RTTY6LN0I867U,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,1,39,N,Y,One Star,the product did not meet my expectations,16595.0
56,US,19640914,R1PC66U4E0HVTL,B00WLTPRYM,543843158,"Baetea Weight Loss Tea: Detox, Body Cleanse, Reduce Bloating, & Appetite Suppressant, 14 Day Teatox, with Potent Traditional Organic Herbs, Ultimate Way to Calm and Cleanse Your Body",Personal_Care_Appliances,1,40,57,N,Y,14 day detox/weight loss is a joke,"Really disappointed in this tea. I tried this tea and it tastes good, but they barely include any tea, only about enough for 1 week. So the 14 day detox/weight loss is a lie. The picture is a of a brand new opened bag.",16594.0
57,US,1656665,R2GSJQ3MCYFTNX,B00H9L7VIW,851045898,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,1,36,N,Y,One Star,give heart beat,16593.0
